subject_id,task,premise_1,premise_2,number_models_generated,std_models_generated,minimum_models_generated,maximum_models_generated,n_samples,n_parameter_sets_used,epsilon,lambda,omega,sigma,task_type,simulation_setting
65554,3,All B are C,All A are C,2.85,0.3571,2,3,20,1,0.5,4.05,0.2,0.9,AC,20
65554,4,All B are C,No A are B,6.65,1.6815,2,8,20,1,0.5,4.05,0.2,0.9,DA,20
65585,1,All B are C,No A are C,2.0,0.0,2,2,20,1,0.5,4.05,0.2,0.9,MT,20
65585,2,All B are C,All A are B,2.75,0.433,2,3,20,1,0.5,4.05,0.2,0.9,MP,20
65585,3,All B are C,All A are C,2.85,0.3571,2,3,20,1,0.5,4.05,0.2,0.9,AC,20
65585,4,All B are C,No A are B,6.65,1.6815,2,8,20,1,0.5,4.05,0.2,0.9,DA,20
65600,1,All B are C,No A are C,2.0,0.0,2,2,20,1,0.5,4.05,0.6000000000000001,0.1,MT,20
65600,2,All B are C,All A are B,2.0,0.0,2,2,20,1,0.5,4.05,0.6000000000000001,0.1,MP,20
65600,3,All B are C,All A are C,2.1,0.3,2,3,20,1,0.5,4.05,0.6000000000000001,0.1,AC,20
65600,4,All B are C,No A are B,2.75,1.8131,2,8,20,1,0.5,4.05,0.6000000000000001,0.1,DA,20
65909,1,All B are C,No A are C,2.0,0.0,2,2,20,1,0.5,4.05,0.6000000000000001,0.1,MT,20
65909,2,All B are C,All A are B,2.0,0.0,2,2,20,1,0.5,4.05,0.6000000000000001,0.1,MP,20
65909,3,All B are C,All A are C,2.1,0.3,2,3,20,1,0.5,4.05,0.6000000000000001,0.1,AC,20
65909,4,All B are C,No A are B,2.75,1.8131,2,8,20,1,0.5,4.05,0.6000000000000001,0.1,DA,20
65973,1,All B are C,No A are C,2.0,0.0,2,2,20,1,0.5,4.05,0.2,0.9,MT,20
65973,2,All B are C,All A are B,2.75,0.433,2,3,20,1,0.5,4.05,0.2,0.9,MP,20
65973,3,All B are C,All A are C,2.85,0.3571,2,3,20,1,0.5,4.05,0.2,0.9,AC,20
65973,4,All B are C,No A are B,6.65,1.6815,2,8,20,1,0.5,4.05,0.2,0.9,DA,20
65995,1,All B are C,No A are C,2.0,0.0,2,2,20,1,0.5,4.05,0.6000000000000001,0.1,MT,20
65995,2,All B are C,All A are B,2.0,0.0,2,2,20,1,0.5,4.05,0.6000000000000001,0.1,MP,20
65995,3,All B are C,All A are C,2.1,0.3,2,3,20,1,0.5,4.05,0.6000000000000001,0.1,AC,20
65995,4,All B are C,No A are B,2.75,1.8131,2,8,20,1,0.5,4.05,0.6000000000000001,0.1,DA,20
66020,1,All B are C,No A are C,2.0,0.0,2,2,20,1,0.5,4.05,0.6000000000000001,0.1,MT,20
66020,2,All B are C,All A are B,2.0,0.0,2,2,20,1,0.5,4.05,0.6000000000000001,0.1,MP,20
66020,3,All B are C,All A are C,2.1,0.3,2,3,20,1,0.5,4.05,0.6000000000000001,0.1,AC,20
66020,4,All B are C,No A are B,2.75,1.8131,2,8,20,1,0.5,4.05,0.6000000000000001,0.1,DA,20
66022,1,All B are C,No A are C,2.0,0.0,2,2,20,1,0.5,4.05,0.6000000000000001,0.1,MT,20
66022,2,All B are C,All A are B,2.0,0.0,2,2,20,1,0.5,4.05,0.6000000000000001,0.1,MP,20
66022,3,All B are C,All A are C,2.1,0.3,2,3,20,1,0.5,4.05,0.6000000000000001,0.1,AC,20
66022,4,All B are C,No A are B,2.75,1.8131,2,8,20,1,0.5,4.05,0.6000000000000001,0.1,DA,20
66036,1,All B are C,No A are C,2.0,0.0,2,2,20,1,0.6000000000000001,3.26,0.0,0.5,MT,20
66036,2,All B are C,All A are B,2.3,0.4583,2,3,20,1,0.6000000000000001,3.26,0.0,0.5,MP,20
66036,3,All B are C,All A are C,2.45,0.4975,2,3,20,1,0.6000000000000001,3.26,0.0,0.5,AC,20
66036,4,All B are C,No A are B,4.2,2.2271,2,7,20,1,0.6000000000000001,3.26,0.0,0.5,DA,20
66050,1,All B are C,No A are C,2.0,0.0,2,2,20,1,0.5,4.05,0.6000000000000001,0.1,MT,20
66050,2,All B are C,All A are B,2.0,0.0,2,2,20,1,0.5,4.05,0.6000000000000001,0.1,MP,20
66050,3,All B are C,All A are C,2.1,0.3,2,3,20,1,0.5,4.05,0.6000000000000001,0.1,AC,20
66050,4,All B are C,No A are B,2.75,1.8131,2,8,20,1,0.5,4.05,0.6000000000000001,0.1,DA,20
66057,1,All B are C,No A are C,2.0,0.0,2,2,20,1,0.5,4.05,0.2,0.9,MT,20
66057,2,All B are C,All A are B,2.75,0.433,2,3,20,1,0.5,4.05,0.2,0.9,MP,20
66057,3,All B are C,All A are C,2.85,0.3571,2,3,20,1,0.5,4.05,0.2,0.9,AC,20
66057,4,All B are C,No A are B,6.65,1.6815,2,8,20,1,0.5,4.05,0.2,0.9,DA,20
66073,1,All B are C,No A are C,2.0,0.0,2,2,20,1,0.5,4.05,0.6000000000000001,0.1,MT,20
66073,2,All B are C,All A are B,2.0,0.0,2,2,20,1,0.5,4.05,0.6000000000000001,0.1,MP,20
66073,3,All B are C,All A are C,2.1,0.3,2,3,20,1,0.5,4.05,0.6000000000000001,0.1,AC,20
66073,4,All B are C,No A are B,2.75,1.8131,2,8,20,1,0.5,4.05,0.6000000000000001,0.1,DA,20
66085,1,All B are C,No A are C,2.0,0.0,2,2,20,1,0.5,4.05,0.2,0.9,MT,20
66085,2,All B are C,All A are B,2.75,0.433,2,3,20,1,0.5,4.05,0.2,0.9,MP,20
66085,3,All B are C,All A are C,2.85,0.3571,2,3,20,1,0.5,4.05,0.2,0.9,AC,20
66085,4,All B are C,No A are B,6.65,1.6815,2,8,20,1,0.5,4.05,0.2,0.9,DA,20
66087,1,All B are C,No A are C,2.0,0.0,2,2,20,1,0.5,4.05,0.2,0.9,MT,20
66087,2,All B are C,All A are B,2.75,0.433,2,3,20,1,0.5,4.05,0.2,0.9,MP,20
66087,3,All B are C,All A are C,2.85,0.3571,2,3,20,1,0.5,4.05,0.2,0.9,AC,20
66087,4,All B are C,No A are B,6.65,1.6815,2,8,20,1,0.5,4.05,0.2,0.9,DA,20
66089,1,All B are C,No A are C,2.0,0.0,2,2,20,1,0.5,4.05,0.2,0.9,MT,20
66089,2,All B are C,All A are B,2.75,0.433,2,3,20,1,0.5,4.05,0.2,0.9,MP,20
66089,3,All B are C,All A are C,2.85,0.3571,2,3,20,1,0.5,4.05,0.2,0.9,AC,20
66089,4,All B are C,No A are B,6.65,1.6815,2,8,20,1,0.5,4.05,0.2,0.9,DA,20
66121,1,All B are C,No A are C,2.0,0.0,2,2,20,1,0.5,4.05,0.2,0.9,MT,20
66121,2,All B are C,All A are B,2.75,0.433,2,3,20,1,0.5,4.05,0.2,0.9,MP,20
66121,3,All B are C,All A are C,2.85,0.3571,2,3,20,1,0.5,4.05,0.2,0.9,AC,20
66121,4,All B are C,No A are B,6.65,1.6815,2,8,20,1,0.5,4.05,0.2,0.9,DA,20
66151,1,All B are C,No A are C,2.0,0.0,2,2,20,1,0.5,4.05,0.2,0.9,MT,20
66151,2,All B are C,All A are B,2.75,0.433,2,3,20,1,0.5,4.05,0.2,0.9,MP,20
66151,3,All B are C,All A are C,2.85,0.3571,2,3,20,1,0.5,4.05,0.2,0.9,AC,20
66151,4,All B are C,No A are B,6.65,1.6815,2,8,20,1,0.5,4.05,0.2,0.9,DA,20
66157,1,All B are C,No A are C,2.0,0.0,2,2,20,1,0.5,4.05,0.5,0.8,MT,20
66157,2,All B are C,All A are B,2.4,0.4899,2,3,20,1,0.5,4.05,0.5,0.8,MP,20
66157,3,All B are C,All A are C,2.75,0.433,2,3,20,1,0.5,4.05,0.5,0.8,AC,20
66157,4,All B are C,No A are B,6.15,2.1972,2,8,20,1,0.5,4.05,0.5,0.8,DA,20
66201,1,All B are C,No A are C,2.0,0.0,2,2,20,1,0.6000000000000001,3.26,0.0,0.5,MT,20
66201,2,All B are C,All A are B,2.3,0.4583,2,3,20,1,0.6000000000000001,3.26,0.0,0.5,MP,20
66201,3,All B are C,All A are C,2.45,0.4975,2,3,20,1,0.6000000000000001,3.26,0.0,0.5,AC,20
66201,4,All B are C,No A are B,4.2,2.2271,2,7,20,1,0.6000000000000001,3.26,0.0,0.5,DA,20
66206,1,All B are C,No A are C,2.0,0.0,2,2,20,1,0.5,4.05,0.2,0.9,MT,20
66206,2,All B are C,All A are B,2.75,0.433,2,3,20,1,0.5,4.05,0.2,0.9,MP,20
66206,3,All B are C,All A are C,2.85,0.3571,2,3,20,1,0.5,4.05,0.2,0.9,AC,20
66206,4,All B are C,No A are B,6.65,1.6815,2,8,20,1,0.5,4.05,0.2,0.9,DA,20
66275,1,All B are C,No A are C,2.0,0.0,2,2,20,1,0.5,4.05,0.6000000000000001,0.4,MT,20
66275,2,All B are C,All A are B,2.25,0.433,2,3,20,1,0.5,4.05,0.6000000000000001,0.4,MP,20
66275,3,All B are C,All A are C,2.45,0.4975,2,3,20,1,0.5,4.05,0.6000000000000001,0.4,AC,20
66275,4,All B are C,No A are B,3.05,2.1325,2,8,20,1,0.5,4.05,0.6000000000000001,0.4,DA,20
66305,1,All B are C,No A are C,2.0,0.0,2,2,20,1,0.5,4.05,0.6000000000000001,0.1,MT,20
66305,2,All B are C,All A are B,2.0,0.0,2,2,20,1,0.5,4.05,0.6000000000000001,0.1,MP,20
66305,3,All B are C,All A are C,2.1,0.3,2,3,20,1,0.5,4.05,0.6000000000000001,0.1,AC,20
66305,4,All B are C,No A are B,2.75,1.8131,2,8,20,1,0.5,4.05,0.6000000000000001,0.1,DA,20
66312,1,All B are C,No A are C,2.0,0.0,2,2,20,1,0.5,4.05,0.2,0.9,MT,20
66312,2,All B are C,All A are B,2.75,0.433,2,3,20,1,0.5,4.05,0.2,0.9,MP,20
66312,3,All B are C,All A are C,2.85,0.3571,2,3,20,1,0.5,4.05,0.2,0.9,AC,20
66312,4,All B are C,No A are B,6.65,1.6815,2,8,20,1,0.5,4.05,0.2,0.9,DA,20
66314,1,All B are C,No A are C,2.0,0.0,2,2,20,1,0.6000000000000001,3.26,0.0,0.5,MT,20
66314,2,All B are C,All A are B,2.3,0.4583,2,3,20,1,0.6000000000000001,3.26,0.0,0.5,MP,20
66314,3,All B are C,All A are C,2.45,0.4975,2,3,20,1,0.6000000000000001,3.26,0.0,0.5,AC,20
66314,4,All B are C,No A are B,4.2,2.2271,2,7,20,1,0.6000000000000001,3.26,0.0,0.5,DA,20
66373,1,All B are C,No A are C,2.0,0.0,2,2,20,1,0.6000000000000001,3.26,0.0,0.5,MT,20
66373,2,All B are C,All A are B,2.3,0.4583,2,3,20,1,0.6000000000000001,3.26,0.0,0.5,MP,20
66373,3,All B are C,All A are C,2.45,0.4975,2,3,20,1,0.6000000000000001,3.26,0.0,0.5,AC,20
66373,4,All B are C,No A are B,4.2,2.2271,2,7,20,1,0.6000000000000001,3.26,0.0,0.5,DA,20
66420,1,All B are C,No A are C,2.0,0.0,2,2,20,1,0.5,4.05,0.5,0.5,MT,20
66420,2,All B are C,All A are B,2.35,0.477,2,3,20,1,0.5,4.05,0.5,0.5,MP,20
66420,3,All B are C,All A are C,2.5,0.5,2,3,20,1,0.5,4.05,0.5,0.5,AC,20
66420,4,All B are C,No A are B,4.7,2.492,2,8,20,1,0.5,4.05,0.5,0.5,DA,20
66520,1,All B are C,No A are C,2.0,0.0,2,2,20,1,0.5,4.05,0.2,0.9,MT,20
66520,2,All B are C,All A are B,2.75,0.433,2,3,20,1,0.5,4.05,0.2,0.9,MP,20
66520,3,All B are C,All A are C,2.85,0.3571,2,3,20,1,0.5,4.05,0.2,0.9,AC,20
66520,4,All B are C,No A are B,6.65,1.6815,2,8,20,1,0.5,4.05,0.2,0.9,DA,20
67013,1,All B are C,No A are C,2.0,0.0,2,2,20,1,0.6000000000000001,3.26,0.0,0.5,MT,20
67013,2,All B are C,All A are B,2.3,0.4583,2,3,20,1,0.6000000000000001,3.26,0.0,0.5,MP,20
67013,3,All B are C,All A are C,2.45,0.4975,2,3,20,1,0.6000000000000001,3.26,0.0,0.5,AC,20
67013,4,All B are C,No A are B,4.2,2.2271,2,7,20,1,0.6000000000000001,3.26,0.0,0.5,DA,20
67024,1,All B are C,No A are C,2.0,0.0,2,2,20,1,0.5,4.05,0.5,0.2,MT,20
67024,2,All B are C,All A are B,2.15,0.3571,2,3,20,1,0.5,4.05,0.5,0.2,MP,20
67024,3,All B are C,All A are C,2.2,0.4,2,3,20,1,0.5,4.05,0.5,0.2,AC,20
67024,4,All B are C,No A are B,2.5,1.533,2,8,20,1,0.5,4.05,0.5,0.2,DA,20
67026,1,All B are C,No A are C,2.0,0.0,2,2,20,1,0.5,4.05,0.5,0.2,MT,20
67026,2,All B are C,All A are B,2.15,0.3571,2,3,20,1,0.5,4.05,0.5,0.2,MP,20
67026,3,All B are C,All A are C,2.2,0.4,2,3,20,1,0.5,4.05,0.5,0.2,AC,20
67026,4,All B are C,No A are B,2.5,1.533,2,8,20,1,0.5,4.05,0.5,0.2,DA,20
67038,1,All B are C,No A are C,2.0,0.0,2,2,20,1,0.5,4.05,0.2,0.9,MT,20
67038,2,All B are C,All A are B,2.75,0.433,2,3,20,1,0.5,4.05,0.2,0.9,MP,20
67038,3,All B are C,All A are C,2.85,0.3571,2,3,20,1,0.5,4.05,0.2,0.9,AC,20
67038,4,All B are C,No A are B,6.65,1.6815,2,8,20,1,0.5,4.05,0.2,0.9,DA,20
67058,1,All B are C,No A are C,2.0,0.0,2,2,20,1,0.5,4.05,0.2,0.9,MT,20
67058,2,All B are C,All A are B,2.75,0.433,2,3,20,1,0.5,4.05,0.2,0.9,MP,20
67058,3,All B are C,All A are C,2.85,0.3571,2,3,20,1,0.5,4.05,0.2,0.9,AC,20
67058,4,All B are C,No A are B,6.65,1.6815,2,8,20,1,0.5,4.05,0.2,0.9,DA,20
67100,1,All B are C,No A are C,2.0,0.0,2,2,20,1,0.5,4.05,0.5,0.2,MT,20
67100,2,All B are C,All A are B,2.15,0.3571,2,3,20,1,0.5,4.05,0.5,0.2,MP,20
67100,3,All B are C,All A are C,2.2,0.4,2,3,20,1,0.5,4.05,0.5,0.2,AC,20
67100,4,All B are C,No A are B,2.5,1.533,2,8,20,1,0.5,4.05,0.5,0.2,DA,20
67105,1,All B are C,No A are C,2.0,0.0,2,2,20,1,0.5,4.05,0.2,0.9,MT,20
67105,2,All B are C,All A are B,2.75,0.433,2,3,20,1,0.5,4.05,0.2,0.9,MP,20
67105,3,All B are C,All A are C,2.85,0.3571,2,3,20,1,0.5,4.05,0.2,0.9,AC,20
67105,4,All B are C,No A are B,6.65,1.6815,2,8,20,1,0.5,4.05,0.2,0.9,DA,20
67144,1,All B are C,No A are C,2.0,0.0,2,2,20,1,0.6000000000000001,3.26,0.0,0.5,MT,20
67144,2,All B are C,All A are B,2.3,0.4583,2,3,20,1,0.6000000000000001,3.26,0.0,0.5,MP,20
67144,3,All B are C,All A are C,2.45,0.4975,2,3,20,1,0.6000000000000001,3.26,0.0,0.5,AC,20
67144,4,All B are C,No A are B,4.2,2.2271,2,7,20,1,0.6000000000000001,3.26,0.0,0.5,DA,20
67165,1,All B are C,No A are C,2.0,0.0,2,2,20,1,0.5,4.05,0.2,0.9,MT,20
67165,2,All B are C,All A are B,2.75,0.433,2,3,20,1,0.5,4.05,0.2,0.9,MP,20
67165,3,All B are C,All A are C,2.85,0.3571,2,3,20,1,0.5,4.05,0.2,0.9,AC,20
67165,4,All B are C,No A are B,6.65,1.6815,2,8,20,1,0.5,4.05,0.2,0.9,DA,20
67179,1,All B are C,No A are C,2.0,0.0,2,2,20,1,0.6000000000000001,3.26,0.0,0.5,MT,20
67179,2,All B are C,All A are B,2.3,0.4583,2,3,20,1,0.6000000000000001,3.26,0.0,0.5,MP,20
67179,3,All B are C,All A are C,2.45,0.4975,2,3,20,1,0.6000000000000001,3.26,0.0,0.5,AC,20
67179,4,All B are C,No A are B,4.2,2.2271,2,7,20,1,0.6000000000000001,3.26,0.0,0.5,DA,20
67180,1,All B are C,No A are C,2.0,0.0,2,2,20,1,0.5,4.05,0.2,0.9,MT,20
67180,2,All B are C,All A are B,2.75,0.433,2,3,20,1,0.5,4.05,0.2,0.9,MP,20
67180,3,All B are C,All A are C,2.85,0.3571,2,3,20,1,0.5,4.05,0.2,0.9,AC,20
67180,4,All B are C,No A are B,6.65,1.6815,2,8,20,1,0.5,4.05,0.2,0.9,DA,20
67186,1,All B are C,No A are C,2.0,0.0,2,2,20,1,0.5,4.05,0.6000000000000001,0.4,MT,20
67186,2,All B are C,All A are B,2.25,0.433,2,3,20,1,0.5,4.05,0.6000000000000001,0.4,MP,20
67186,3,All B are C,All A are C,2.45,0.4975,2,3,20,1,0.5,4.05,0.6000000000000001,0.4,AC,20
67186,4,All B are C,No A are B,3.05,2.1325,2,8,20,1,0.5,4.05,0.6000000000000001,0.4,DA,20
67194,1,All B are C,No A are C,2.0,0.0,2,2,20,1,0.6000000000000001,3.26,0.0,0.5,MT,20
67194,2,All B are C,All A are B,2.3,0.4583,2,3,20,1,0.6000000000000001,3.26,0.0,0.5,MP,20
67194,3,All B are C,All A are C,2.45,0.4975,2,3,20,1,0.6000000000000001,3.26,0.0,0.5,AC,20
67194,4,All B are C,No A are B,4.2,2.2271,2,7,20,1,0.6000000000000001,3.26,0.0,0.5,DA,20
67212,1,All B are C,No A are C,2.0,0.0,2,2,20,1,0.5,4.05,0.6000000000000001,0.1,MT,20
67212,2,All B are C,All A are B,2.0,0.0,2,2,20,1,0.5,4.05,0.6000000000000001,0.1,MP,20
67212,3,All B are C,All A are C,2.1,0.3,2,3,20,1,0.5,4.05,0.6000000000000001,0.1,AC,20
67212,4,All B are C,No A are B,2.75,1.8131,2,8,20,1,0.5,4.05,0.6000000000000001,0.1,DA,20
67245,1,All B are C,No A are C,2.0,0.0,2,2,20,1,0.6000000000000001,3.26,0.0,0.5,MT,20
67245,2,All B are C,All A are B,2.3,0.4583,2,3,20,1,0.6000000000000001,3.26,0.0,0.5,MP,20
67245,3,All B are C,All A are C,2.45,0.4975,2,3,20,1,0.6000000000000001,3.26,0.0,0.5,AC,20
67245,4,All B are C,No A are B,4.2,2.2271,2,7,20,1,0.6000000000000001,3.26,0.0,0.5,DA,20
67311,1,All B are C,No A are C,2.0,0.0,2,2,20,1,0.5,4.05,0.2,0.9,MT,20
67311,2,All B are C,All A are B,2.75,0.433,2,3,20,1,0.5,4.05,0.2,0.9,MP,20
67311,3,All B are C,All A are C,2.85,0.3571,2,3,20,1,0.5,4.05,0.2,0.9,AC,20
67311,4,All B are C,No A are B,6.65,1.6815,2,8,20,1,0.5,4.05,0.2,0.9,DA,20
67317,1,All B are C,No A are C,2.0,0.0,2,2,20,1,0.5,4.05,0.2,0.9,MT,20
67317,2,All B are C,All A are B,2.75,0.433,2,3,20,1,0.5,4.05,0.2,0.9,MP,20
67317,3,All B are C,All A are C,2.85,0.3571,2,3,20,1,0.5,4.05,0.2,0.9,AC,20
67317,4,All B are C,No A are B,6.65,1.6815,2,8,20,1,0.5,4.05,0.2,0.9,DA,20
67323,1,All B are C,No A are C,2.0,0.0,2,2,20,1,0.5,4.05,0.6000000000000001,0.4,MT,20
67323,2,All B are C,All A are B,2.25,0.433,2,3,20,1,0.5,4.05,0.6000000000000001,0.4,MP,20
67323,3,All B are C,All A are C,2.45,0.4975,2,3,20,1,0.5,4.05,0.6000000000000001,0.4,AC,20
67323,4,All B are C,No A are B,3.05,2.1325,2,8,20,1,0.5,4.05,0.6000000000000001,0.4,DA,20
67339,1,All B are C,No A are C,2.0,0.0,2,2,20,1,0.5,4.05,0.6000000000000001,0.1,MT,20
67339,2,All B are C,All A are B,2.0,0.0,2,2,20,1,0.5,4.05,0.6000000000000001,0.1,MP,20
67339,3,All B are C,All A are C,2.1,0.3,2,3,20,1,0.5,4.05,0.6000000000000001,0.1,AC,20
67339,4,All B are C,No A are B,2.75,1.8131,2,8,20,1,0.5,4.05,0.6000000000000001,0.1,DA,20
67424,1,All B are C,No A are C,2.0,0.0,2,2,20,1,0.5,4.05,0.2,0.9,MT,20
67424,2,All B are C,All A are B,2.75,0.433,2,3,20,1,0.5,4.05,0.2,0.9,MP,20
67424,3,All B are C,All A are C,2.85,0.3571,2,3,20,1,0.5,4.05,0.2,0.9,AC,20
67424,4,All B are C,No A are B,6.65,1.6815,2,8,20,1,0.5,4.05,0.2,0.9,DA,20
67454,1,All B are C,No A are C,2.0,0.0,2,2,20,1,0.5,4.05,0.6000000000000001,0.1,MT,20
67454,2,All B are C,All A are B,2.0,0.0,2,2,20,1,0.5,4.05,0.6000000000000001,0.1,MP,20
67454,3,All B are C,All A are C,2.1,0.3,2,3,20,1,0.5,4.05,0.6000000000000001,0.1,AC,20
67454,4,All B are C,No A are B,2.75,1.8131,2,8,20,1,0.5,4.05,0.6000000000000001,0.1,DA,20
68007,1,All B are C,No A are C,2.0,0.0,2,2,20,1,0.5,4.05,0.2,0.9,MT,20
68007,2,All B are C,All A are B,2.75,0.433,2,3,20,1,0.5,4.05,0.2,0.9,MP,20
68007,3,All B are C,All A are C,2.85,0.3571,2,3,20,1,0.5,4.05,0.2,0.9,AC,20
68007,4,All B are C,No A are B,6.65,1.6815,2,8,20,1,0.5,4.05,0.2,0.9,DA,20
68016,1,All B are C,No A are C,2.0,0.0,2,2,20,1,0.5,4.05,0.6000000000000001,0.1,MT,20
68016,2,All B are C,All A are B,2.0,0.0,2,2,20,1,0.5,4.05,0.6000000000000001,0.1,MP,20
68016,3,All B are C,All A are C,2.1,0.3,2,3,20,1,0.5,4.05,0.6000000000000001,0.1,AC,20
68016,4,All B are C,No A are B,2.75,1.8131,2,8,20,1,0.5,4.05,0.6000000000000001,0.1,DA,20
68027,1,All B are C,No A are C,2.0,0.0,2,2,20,1,0.6000000000000001,3.26,0.0,0.5,MT,20
68027,2,All B are C,All A are B,2.3,0.4583,2,3,20,1,0.6000000000000001,3.26,0.0,0.5,MP,20
68027,3,All B are C,All A are C,2.45,0.4975,2,3,20,1,0.6000000000000001,3.26,0.0,0.5,AC,20
68027,4,All B are C,No A are B,4.2,2.2271,2,7,20,1,0.6000000000000001,3.26,0.0,0.5,DA,20
68051,1,All B are C,No A are C,2.0,0.0,2,2,20,1,0.5,4.05,0.2,0.9,MT,20
68051,2,All B are C,All A are B,2.75,0.433,2,3,20,1,0.5,4.05,0.2,0.9,MP,20
68051,3,All B are C,All A are C,2.85,0.3571,2,3,20,1,0.5,4.05,0.2,0.9,AC,20
68051,4,All B are C,No A are B,6.65,1.6815,2,8,20,1,0.5,4.05,0.2,0.9,DA,20
68124,1,All B are C,No A are C,2.0,0.0,2,2,20,1,0.6000000000000001,3.26,0.0,0.5,MT,20
68124,2,All B are C,All A are B,2.3,0.4583,2,3,20,1,0.6000000000000001,3.26,0.0,0.5,MP,20
68124,3,All B are C,All A are C,2.45,0.4975,2,3,20,1,0.6000000000000001,3.26,0.0,0.5,AC,20
68124,4,All B are C,No A are B,4.2,2.2271,2,7,20,1,0.6000000000000001,3.26,0.0,0.5,DA,20
68138,1,All B are C,No A are C,2.0,0.0,2,2,20,1,0.6000000000000001,3.26,0.0,0.5,MT,20
68138,2,All B are C,All A are B,2.3,0.4583,2,3,20,1,0.6000000000000001,3.26,0.0,0.5,MP,20
68138,3,All B are C,All A are C,2.45,0.4975,2,3,20,1,0.6000000000000001,3.26,0.0,0.5,AC,20
68138,4,All B are C,No A are B,4.2,2.2271,2,7,20,1,0.6000000000000001,3.26,0.0,0.5,DA,20
68193,1,All B are C,No A are C,2.0,0.0,2,2,20,1,0.5,4.05,0.2,0.9,MT,20
68193,2,All B are C,All A are B,2.75,0.433,2,3,20,1,0.5,4.05,0.2,0.9,MP,20
68193,3,All B are C,All A are C,2.85,0.3571,2,3,20,1,0.5,4.05,0.2,0.9,AC,20
68193,4,All B are C,No A are B,6.65,1.6815,2,8,20,1,0.5,4.05,0.2,0.9,DA,20
68195,1,All B are C,No A are C,2.0,0.0,2,2,20,1,0.5,4.05,0.7000000000000001,0.9,MT,20
68195,2,All B are C,All A are B,2.5,0.5,2,3,20,1,0.5,4.05,0.7000000000000001,0.9,MP,20
68195,3,All B are C,All A are C,2.95,0.2179,2,3,20,1,0.5,4.05,0.7000000000000001,0.9,AC,20
68195,4,All B are C,No A are B,6.6,1.241,2,8,20,1,0.5,4.05,0.7000000000000001,0.9,DA,20
68200,1,All B are C,No A are C,2.0,0.0,2,2,20,1,0.6000000000000001,3.26,0.0,0.5,MT,20
68200,2,All B are C,All A are B,2.3,0.4583,2,3,20,1,0.6000000000000001,3.26,0.0,0.5,MP,20
68200,3,All B are C,All A are C,2.45,0.4975,2,3,20,1,0.6000000000000001,3.26,0.0,0.5,AC,20
68200,4,All B are C,No A are B,4.2,2.2271,2,7,20,1,0.6000000000000001,3.26,0.0,0.5,DA,20
68255,1,All B are C,No A are C,2.0,0.0,2,2,20,1,0.5,4.05,0.6000000000000001,0.1,MT,20
68255,2,All B are C,All A are B,2.0,0.0,2,2,20,1,0.5,4.05,0.6000000000000001,0.1,MP,20
68255,3,All B are C,All A are C,2.1,0.3,2,3,20,1,0.5,4.05,0.6000000000000001,0.1,AC,20
68255,4,All B are C,No A are B,2.75,1.8131,2,8,20,1,0.5,4.05,0.6000000000000001,0.1,DA,20
68293,1,All B are C,No A are C,2.0,0.0,2,2,20,1,0.5,4.05,0.5,0.5,MT,20
68293,2,All B are C,All A are B,2.35,0.477,2,3,20,1,0.5,4.05,0.5,0.5,MP,20
68293,3,All B are C,All A are C,2.5,0.5,2,3,20,1,0.5,4.05,0.5,0.5,AC,20
68293,4,All B are C,No A are B,4.7,2.492,2,8,20,1,0.5,4.05,0.5,0.5,DA,20
68411,1,All B are C,No A are C,2.0,0.0,2,2,20,1,0.5,4.05,0.2,0.9,MT,20
68411,2,All B are C,All A are B,2.75,0.433,2,3,20,1,0.5,4.05,0.2,0.9,MP,20
68411,3,All B are C,All A are C,2.85,0.3571,2,3,20,1,0.5,4.05,0.2,0.9,AC,20
68411,4,All B are C,No A are B,6.65,1.6815,2,8,20,1,0.5,4.05,0.2,0.9,DA,20
68425,1,All B are C,No A are C,2.0,0.0,2,2,20,1,0.5,4.05,0.2,0.9,MT,20
68425,2,All B are C,All A are B,2.75,0.433,2,3,20,1,0.5,4.05,0.2,0.9,MP,20
68425,3,All B are C,All A are C,2.85,0.3571,2,3,20,1,0.5,4.05,0.2,0.9,AC,20
68425,4,All B are C,No A are B,6.65,1.6815,2,8,20,1,0.5,4.05,0.2,0.9,DA,20
68426,1,All B are C,No A are C,2.0,0.0,2,2,20,1,0.5,4.05,0.5,0.5,MT,20
68426,2,All B are C,All A are B,2.35,0.477,2,3,20,1,0.5,4.05,0.5,0.5,MP,20
68426,3,All B are C,All A are C,2.5,0.5,2,3,20,1,0.5,4.05,0.5,0.5,AC,20
68426,4,All B are C,No A are B,4.7,2.492,2,8,20,1,0.5,4.05,0.5,0.5,DA,20
68542,1,All B are C,No A are C,2.0,0.0,2,2,20,1,0.5,4.05,0.2,0.9,MT,20
68542,2,All B are C,All A are B,2.75,0.433,2,3,20,1,0.5,4.05,0.2,0.9,MP,20
68542,3,All B are C,All A are C,2.85,0.3571,2,3,20,1,0.5,4.05,0.2,0.9,AC,20
68542,4,All B are C,No A are B,6.65,1.6815,2,8,20,1,0.5,4.05,0.2,0.9,DA,20
68549,1,All B are C,No A are C,2.0,0.0,2,2,20,1,0.5,4.05,0.2,0.9,MT,20
68549,2,All B are C,All A are B,2.75,0.433,2,3,20,1,0.5,4.05,0.2,0.9,MP,20
68549,3,All B are C,All A are C,2.85,0.3571,2,3,20,1,0.5,4.05,0.2,0.9,AC,20
